match_key,event_key,event_start_date,event_type,canonical_week,split_role,included_for_score,included_for_win,exclusion_reason
2026mil_qm114,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm115,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm116,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm117,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm118,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm119,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm12,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm120,2026mil,2026-04-29,3,10.0,championship_test,False,False,
2026mil_qm121,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm122,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm123,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm124,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm13,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm14,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm15,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm16,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm17,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm18,2026mil,2026-04-29,3,10.0,championship_test,False,False,
2026mil_qm19,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm2,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm20,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm21,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm22,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm23,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm24,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm25,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm26,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm27,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm28,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm29,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm3,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm30,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm31,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm32,2026mil,2026-04-29,3,10.0,championship_test,False,False,
2026mil_qm33,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm34,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm35,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm36,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm37,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm38,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm39,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm4,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm40,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm41,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm42,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm43,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm44,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm45,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm46,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm47,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm48,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm49,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm5,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm50,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm51,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm52,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm53,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm54,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm55,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm56,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm57,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm58,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm59,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm6,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm60,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm61,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm62,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm63,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm64,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm65,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm66,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm67,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm68,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm69,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm7,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm70,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm71,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm72,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm73,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm74,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm75,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm76,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm77,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm78,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm79,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm8,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm80,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm81,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm82,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm83,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm84,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm85,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm86,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm87,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm88,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm89,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm9,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm90,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm91,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm92,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm93,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm94,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm95,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm96,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm97,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm98,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_qm99,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf10m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf11m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf12m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf13m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf1m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf2m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf3m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf4m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf5m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf6m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf7m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf8m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026mil_sf9m1,2026mil,2026-04-29,3,10.0,championship_test,True,True,
2026new_f1m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_f1m2,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm10,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm100,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm101,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm102,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm103,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm104,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm105,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm106,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm107,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm108,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm109,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm11,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm110,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm111,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm112,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm113,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm114,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm115,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm116,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm117,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm118,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm119,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm12,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm120,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm121,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm122,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm123,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm124,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm125,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm13,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm14,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm15,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm16,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm17,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm18,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm19,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm2,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm20,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm21,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm22,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm23,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm24,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm25,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm26,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm27,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm28,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm29,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm3,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm30,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm31,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm32,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm33,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm34,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm35,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm36,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm37,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm38,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm39,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm4,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm40,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm41,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm42,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm43,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm44,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm45,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm46,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm47,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm48,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm49,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm5,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm50,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm51,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm52,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm53,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm54,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm55,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm56,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm57,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm58,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm59,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm6,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm60,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm61,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm62,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm63,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm64,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm65,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm66,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm67,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm68,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm69,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm7,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm70,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm71,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm72,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm73,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm74,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm75,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm76,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm77,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm78,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm79,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm8,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm80,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm81,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm82,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm83,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm84,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm85,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm86,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm87,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm88,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm89,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm9,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm90,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm91,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm92,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm93,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm94,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm95,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm96,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm97,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm98,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_qm99,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf10m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf11m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf12m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf13m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf1m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf2m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf3m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf4m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf5m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf6m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf7m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf8m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026new_sf9m1,2026new,2026-04-29,3,10.0,championship_test,True,True,
2026flta_f1m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_f1m2,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm10,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm11,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm12,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm13,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm14,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm15,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm16,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm17,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm18,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm19,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm2,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm20,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm21,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm22,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm23,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm24,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm25,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm26,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm27,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm28,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm29,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm3,2026flta,2026-04-15,0,8.0,development_holdout,False,False,
2026flta_qm30,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm31,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm32,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm33,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm34,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm35,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm36,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm37,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm38,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm39,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm4,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm40,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm41,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm42,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm43,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm44,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm45,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm46,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm47,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm48,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm49,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm5,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm50,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm51,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm52,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm53,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm54,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm55,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm56,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm57,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm58,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm59,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm6,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm60,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm61,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm62,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm63,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm64,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm65,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm66,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm67,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm68,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm7,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm8,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_qm9,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf10m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf11m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf12m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf13m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf1m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf2m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf3m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf4m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf5m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf6m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf7m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf8m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026flta_sf9m1,2026flta,2026-04-15,0,8.0,development_holdout,True,True,
2026incmp_f1m1,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_f1m2,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_f1m3,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm1,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm10,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm11,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm12,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm13,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm14,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm15,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm16,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm17,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm18,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm19,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm2,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm20,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm21,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm22,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm23,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm24,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm25,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm26,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm27,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm28,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm29,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm3,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm30,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm31,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm32,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm33,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm34,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm35,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm36,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
2026incmp_qm37,2026incmp,2026-04-17,2,8.0,development_holdout,True,True,
